name,business_id,star_y,BikeParking,Caters,NoiseLevel,OutdoorSeating,RestaurantsDelivery,RestaurantsTableService
Jimmy John's,CADEGYHiM3IQHPO2X3OOwQ,3,NA,TRUE,average,TRUE,TRUE,NA
Glaze Teriyaki,mtjvQctnZEB-c__x5LXCvA,3.5,TRUE,FALSE,average,FALSE,TRUE,FALSE
Burger King,HAt7VY-_uhl_ERUpGVqwVQ,2,NA,NA,loud,NA,FALSE,NA
Culver's,n4_9d6M1n025PKUnu2MPFA,3.5,NA,FALSE,average,TRUE,FALSE,FALSE
Chipotle Mexican Grill,0rN_o7_IfshAHQwzMUK8nA,1.5,TRUE,FALSE,loud,TRUE,FALSE,NA
Potbelly Sandwich Shop,fzRUt2RPxNRSVY-XCIGttQ,3,FALSE,FALSE,average,FALSE,FALSE,FALSE
Sunset Pizza & Grille,Blw30ULdFKSOgCmf9lfGLg,4.5,NA,NA,average,TRUE,TRUE,NA
Jimmy John's,yiWYJnHngOJWuP_CFP6Itw,3.5,NA,TRUE,NA,NA,TRUE,NA
Chipotle Mexican Grill,SxS_XL_yi9c004nXvBuSjA,3,TRUE,TRUE,average,TRUE,FALSE,FALSE
Jimmy John's,dEty4GN0TJIbdIlMioW8cg,2,TRUE,TRUE,very,TRUE,TRUE,NA
Chipotle Mexican Grill,Nb3hAuv8OkpFgSImYdt3Rg,3,TRUE,TRUE,average,TRUE,FALSE,NA
Get Some Burritos,Hc7tSaIHva8WLyBlPDsEjg,2.5,TRUE,FALSE,quiet,FALSE,TRUE,NA
Swensons Drive-In,G0EJjh-dqJBmSEhQRog-hQ,4.5,TRUE,TRUE,average,TRUE,FALSE,TRUE
Wendy's,WGO02-cLiWjeJh0PPLQMBw,1,NA,NA,NA,NA,NA,NA
Subway Restaurants,CPMughTfh7nuKZzXCZJdHA,4.5,NA,NA,average,FALSE,FALSE,NA
Jimmy John's,UNPkYPoR-zPfnpTL6GVgzQ,3.5,NA,TRUE,NA,NA,TRUE,NA
Five Guys,c2uAqJ2REpLMCZO2jxdi9w,2.5,FALSE,FALSE,very,FALSE,TRUE,NA
Five Guys,Hn4gBm58p8Txa6vnGLqTow,3.5,TRUE,FALSE,average,TRUE,TRUE,NA
Steak n Shake,4r4-lOJp1Zw6vFqw4Oihbg,2.5,TRUE,FALSE,average,FALSE,FALSE,NA
Rally's,cYshR_iYRMFhyLmqjAX_SQ,2,NA,NA,NA,NA,FALSE,NA
KFC,N96XqVT073fTRsHUY2oekA,2.5,NA,TRUE,NA,FALSE,FALSE,FALSE
Arby's,DDm_333l9fHzlv7yfuF5dQ,2.5,NA,FALSE,average,FALSE,FALSE,NA
Sonic Drive-In,7dtzpuYYpZeg-kJj3yTcUQ,2,TRUE,NA,average,TRUE,TRUE,FALSE
Penn Station East Coast Subs,Im_ED0iv40itcHgndue64A,3.5,TRUE,TRUE,NA,FALSE,FALSE,FALSE
Taco Bell,NUQrKfOH6477lHG4xwhBxA,2,TRUE,FALSE,quiet,FALSE,TRUE,NA
Swensons Drive-In,SrIlbndBJKTJcWNF-fLP7Q,4,TRUE,TRUE,average,FALSE,FALSE,TRUE
Subway Restaurants,WAA_iWseYzvawdKjFMKW1w,3,NA,NA,NA,NA,NA,NA
Chipotle Mexican Grill,fkXwJHETFfJUc-gu-pyeLw,2.5,TRUE,TRUE,loud,TRUE,FALSE,NA
Jimmy John's,IPZubyVcN1OPwDJ68uqUHQ,3,TRUE,TRUE,average,FALSE,TRUE,FALSE
Jimmy John's,DkLkQTDISbGdEZXlVBdLmA,2.5,None,TRUE,average,FALSE,TRUE,NA
Subway Restaurants,fd0tCYYRklX7F7pVY2jtRQ,4,FALSE,NA,average,FALSE,FALSE,NA
Five Guys,5VwUFfGpIWPe_W9A64lmtA,4.5,FALSE,FALSE,average,FALSE,TRUE,FALSE
Taco Bell,QdO3ofR2axJJp92O0GYQ0g,3.5,NA,NA,average,FALSE,TRUE,NA
Burger King,giNUn704T4gpTk8pix170A,3.5,NA,NA,NA,NA,TRUE,NA
McDonald's,0-aoCkMjQqoOCr04QYZ1dA,2,NA,NA,NA,NA,TRUE,NA
Wendy's,PIiVJJ4mgiltU-u6Byn2_w,1.5,FALSE,FALSE,average,FALSE,FALSE,NA
Jimmy John's,TkJasaS8KVqPdcQRZdrdMw,4,FALSE,TRUE,NA,FALSE,TRUE,FALSE
Burger King,Zhbv03meUS1VoatWzzuaVQ,2.5,NA,NA,NA,NA,TRUE,NA
Five Guys,P8nY22PirIp-d1GpDn7qnA,3.5,TRUE,FALSE,average,FALSE,None,NA
Dairy Queen,1qZ6yhqpbu-9rS05gMLKsQ,4,TRUE,FALSE,NA,NA,NA,NA
QDOBA Mexican Eats,jc8yrgtHvcNwdhc5HWGQ4A,3,TRUE,TRUE,NA,FALSE,TRUE,FALSE
Arby's,je1gqGTyW6Yi1ta4x8YJug,3.5,TRUE,NA,NA,FALSE,TRUE,NA
Arnie's Public House,HKmucX6vvNruyQBYcvnWOw,4.5,TRUE,NA,average,TRUE,FALSE,NA
Chipotle Mexican Grill,_EVOLAjWYEfSOO_smbBxaA,3,TRUE,TRUE,loud,TRUE,FALSE,FALSE
Chipotle Mexican Grill,I_eSnGmk5nDdsOL6Y4OAEg,4,TRUE,TRUE,average,TRUE,FALSE,NA
Project: Pizza,9tqtjCPLBs_WSC7T9p6ruQ,4,TRUE,TRUE,quiet,TRUE,TRUE,TRUE
Arby's,G6FARrnzBdWawIe_S2IFOA,3.5,FALSE,NA,quiet,FALSE,TRUE,NA
Subway Restaurants,LgfFsCtutx28J_Onmrr-OA,3,NA,NA,NA,NA,None,NA
McDonald's,n6u46Q-L5txJTNzR7kO2UA,2,NA,NA,NA,NA,TRUE,NA
GetGo from Giant Eagle,K7j0BqmmN6ZEZ4BHIgUcng,2.5,TRUE,FALSE,average,FALSE,None,NA
Dairy Queen,MWWOPM-o6lCEQ_SyD9AoaA,2.5,TRUE,FALSE,quiet,TRUE,FALSE,FALSE
Potbelly Sandwich Shop,t-NF_3LecjuOlwiK-Gx2KQ,2.5,FALSE,TRUE,average,TRUE,TRUE,NA
Subway Restaurants,wZEK7GmLJ3hmkYBiRCo4Qw,2,NA,TRUE,average,TRUE,FALSE,NA
Arby's,tDwEWVmt1L0cDqnJqWtqkg,2,NA,NA,NA,NA,FALSE,NA
Jimmy John's,uJ423HQp-9yKUXPkiDdYbw,2.5,NA,TRUE,quiet,FALSE,TRUE,NA
McDonald's,lG4NNpcPWYSmLKEfBagnTw,2,NA,NA,NA,TRUE,TRUE,NA
Arby's,KcSgKMS4n1sq-Z-QHSX20g,2.5,NA,NA,loud,NA,TRUE,NA
Dunkin',p1BuuerHzEQ26BKeuA5-CA,2,FALSE,NA,NA,FALSE,NA,NA
Jimmy John's,SI9k0AIRI8RVgK_sRe83xg,3.5,NA,TRUE,loud,FALSE,TRUE,NA
Culver's,fQ1sYWuXtVVOFWhrC9bTrA,3.5,TRUE,NA,quiet,FALSE,FALSE,NA
Mr. Beaners Drive-Thru Weiners,0tsl6aGhI-4nJgeVRfC3HQ,4,NA,NA,NA,NA,FALSE,NA
Dairy Queen Grill & Chill,4kbxhv8dcNHQw5YYjSC3oQ,3,TRUE,FALSE,loud,TRUE,FALSE,NA
KFC,wOZUfs_p_AO1zXGkBcX2Bg,1.5,FALSE,FALSE,quiet,FALSE,TRUE,NA
Taco Bell,M4XUx3T5Z05IVfNMPD3ZAg,2,NA,NA,NA,NA,TRUE,NA
Dairy Queen,BbbqKqCNxPf3BeucxO0ziw,3.5,NA,NA,NA,NA,FALSE,NA
KFC,etO9sOm3q_Od3NT-B7EXDA,3,TRUE,TRUE,NA,NA,FALSE,NA
Chick-Fil-A,LsPfl6MSRkHwbr6LuKx87A,4,NA,NA,NA,FALSE,FALSE,NA
Burger King,P8ersCaJqnL1paY9FFnZ9w,1,TRUE,FALSE,average,FALSE,TRUE,FALSE
Subway Restaurants,YoZcsEXzsBJmvuDWkpboGg,2.5,NA,NA,NA,NA,NA,NA
Popeyes Louisiana Kitchen,6dDItJbFIwYCmoLZF3iTcg,2,TRUE,FALSE,very,FALSE,None,NA
KFC,gUTz4Y3GIPq8zq1Mi-kHzw,2,NA,TRUE,NA,FALSE,TRUE,NA
Culver's,DstV9qkEFmCrB1Zf3Zqfhg,4,TRUE,FALSE,average,TRUE,FALSE,NA
Wendy's,kfTvilKjXhD_0GmlmKdW_A,1.5,NA,FALSE,NA,FALSE,FALSE,NA
Sheetz,OnylPAcfRTwUhr7KOYBIRQ,4.5,FALSE,FALSE,NA,NA,FALSE,NA
Burger King,ddgdt0ab4xY6iIqI5eX8Zw,3,NA,NA,NA,NA,None,NA
McDonald's,ev4frBEgYDHiNZPcdYAIbA,1,FALSE,FALSE,average,TRUE,FALSE,FALSE
Wendy's,TdTl_T42gbewHCMQVqZ_xA,1.5,NA,FALSE,average,FALSE,FALSE,NA
Pastucci's,wfe31gLa1qtAgiCVI0cH2g,4,TRUE,TRUE,NA,TRUE,TRUE,FALSE
Taco Bell,azJAJh8oivpsU9HzlLS6EA,1.5,TRUE,FALSE,average,TRUE,TRUE,NA
Wendy's,GuiXABDep7_6IVEWPGm-fg,3.5,NA,FALSE,quiet,NA,FALSE,NA
Jimmy John's,8XeWfMGuNsrYkXRwQJjhCQ,2.5,NA,TRUE,loud,FALSE,TRUE,NA
McDonald's,dSwOo43YKAIvp0PjNXdW2g,3,FALSE,FALSE,NA,FALSE,FALSE,NA
McDonald's,Y3DIeqZGytfbvW-ZJG96LQ,1.5,TRUE,FALSE,average,FALSE,TRUE,NA
Chipotle Mexican Grill,1NpsjELTAt4jLl8bSqTArg,2,NA,NA,average,TRUE,FALSE,NA
Culver's,EgbWvXVyExSqcFx9r7fZug,4,TRUE,FALSE,average,TRUE,FALSE,NA
KFC,E768vU_Q4M1lCRDAYiN4iw,3,NA,TRUE,NA,FALSE,FALSE,NA
Arby's,7Nz_04fXn8L-u5L6hyLGvQ,2.5,NA,FALSE,quiet,FALSE,FALSE,NA
McDonald's,Aua2Vi32K-G4LE0JCtAwiw,1,TRUE,NA,NA,FALSE,TRUE,NA
Michelson & Morley,xqxRWwtyvXCWZvVUM0tepg,4,TRUE,TRUE,quiet,TRUE,FALSE,TRUE
McDonald's,GDylnjwPm2fcqT8FgG7gJg,3,NA,NA,NA,NA,TRUE,NA
Honey Baked Ham Company,bdGhOieGyh-8XtH-f7S3bw,4.5,FALSE,TRUE,NA,TRUE,TRUE,FALSE
Jersey Mike's Subs,WBJI-p7ZlDt8UAv6QONdFw,3.5,TRUE,NA,average,TRUE,FALSE,NA
Subway Restaurants,z2Etq4K6YwbV7P5ENVYEgg,3,TRUE,TRUE,average,TRUE,TRUE,NA
Applebee's Grill + Bar,g0APw_zhwwHoLjSlHEsTzw,2.5,TRUE,NA,average,FALSE,TRUE,TRUE
McDonald's,lSJYTotaOEi1TtEzxbbUxg,2,NA,NA,NA,NA,TRUE,NA
Burger King,LjjfsPpNEyHHouAyirPJcQ,2,NA,FALSE,average,FALSE,FALSE,NA
Arby's,bTujyZXBsirvchqjVP_S7w,2,TRUE,NA,NA,FALSE,FALSE,NA
McDonald's,JoMHtnAfdBI78-u17mqw8Q,2,NA,FALSE,average,FALSE,TRUE,NA
Hounds Hotdogs & Gyros,5F_uIksIlZnL4D_U9pvRrg,4.5,NA,NA,average,TRUE,FALSE,FALSE
Dairy Queen,MUMiGoEZ3NBwebH4Eff4LA,3.5,TRUE,NA,NA,TRUE,FALSE,NA
Popeyes Louisiana Kitchen,79BeasMZbY-zv7dWmbY0qQ,2,NA,NA,NA,NA,NA,NA
Jersey Mike's Subs,RAkYh4RbNSk12ghvjssewQ,4.5,NA,NA,NA,FALSE,FALSE,NA
Rally's,7O-OeEWMkhROlNqEFkVI_A,1.5,NA,NA,NA,NA,FALSE,NA
Roy's By the Tracks,v-Q3jPAux30L8xlagWidOQ,4.5,NA,NA,NA,NA,NA,NA
McDonald's,zXb5pP4zMHvmusweYfr9TQ,2.5,TRUE,FALSE,average,FALSE,TRUE,NA
Taco Bell,cHoijmWGVcSCAf5FyLqvPA,3,FALSE,FALSE,average,FALSE,TRUE,NA
Quaker Steak & Lube,nXr2CBXYxdXYm-tWn91KCg,3.5,None,FALSE,very,TRUE,FALSE,NA
Subway Restaurants,J2OibefJyBtz6pHDERExng,3.5,NA,NA,NA,NA,NA,NA
KFC,#NAME?,1.5,NA,FALSE,average,NA,FALSE,NA
Subway Restaurants,eDjatAhyt9PQ6Kcrokc-7Q,2.5,NA,NA,NA,NA,NA,NA
Applebee's Grill + Bar,f64hS5UYq102ApvdYUf9nA,3,FALSE,FALSE,loud,FALSE,TRUE,TRUE
McDonald's,VahYIkK6nH3jTPrJUfZnlw,1.5,NA,NA,NA,FALSE,TRUE,NA
McDonald's,W9FpILKWwGP9Ub19CtqGXQ,1,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,z7eRNW33P7-gyIBE7Dv0Xg,3,NA,NA,NA,NA,NA,NA
Burger King,AGZt_nnu6chlLmFJ9ChS3w,3,NA,NA,average,FALSE,TRUE,NA
McDonald's,#NAME?,2,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,Vq4cLORDaohDQsrmuWmSrA,4.5,NA,NA,NA,NA,FALSE,NA
Wendy's,Q-OwNX5j6xDvX5QRFEB9wg,2,NA,FALSE,NA,NA,FALSE,NA
Pirollo's Delicatessen & Take-Out,evWjIBX1XbGHVfs6x3dr0Q,5,NA,NA,NA,NA,NA,NA
Mr. Hero,WPZcC3UNYyH5Sl5y4HRAeA,3.5,NA,NA,NA,NA,TRUE,NA
Taco Bell,GDOAg680Gmi6S1MlhU7B1g,2.5,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,iAmrtRN1PKgaT-8cB_XiYA,4,TRUE,NA,quiet,FALSE,FALSE,NA
Subway Restaurants,5WMIvoMx3l1vn1uJ3HZB6Q,3,NA,NA,NA,NA,FALSE,NA
KFC,UvfBeHic40rwnxFBvfAP5A,2,NA,NA,NA,NA,NA,NA
BRGR,RBiTzpD2em9zKwKTMNFoZQ,1,NA,TRUE,NA,NA,FALSE,NA
Burger King,XOJHCTurJR--csljYSakvQ,1.5,NA,NA,NA,NA,TRUE,NA
Subway,ScXWzVisOI4P-g-LoDTaiA,2,NA,NA,NA,NA,NA,NA
Grecian Isles,RvjO2u53pbFv7uCufPvNDg,1,NA,NA,NA,FALSE,NA,NA
Subway,yEhO5RqGHyu7vQcFYME1NA,1.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,NdSfKZuIIrWS1cq9V_9p6Q,3.5,NA,NA,NA,NA,NA,NA
Burger King,VdQyoAc-yvfq4knc2wFunA,3,NA,NA,NA,NA,FALSE,NA
McDonald's,#NAME?,3.5,NA,NA,NA,NA,TRUE,NA
Arby's,GP9CbOmJJ-9HCVBh_SsGSQ,3,NA,NA,average,NA,NA,NA
Subway Restaurants,P05o13_EjnbplcE306TTzg,2.5,NA,NA,NA,NA,FALSE,NA
McDonald's,XQ_-GRuRlSwDwg07UjVTAA,1.5,TRUE,FALSE,NA,TRUE,TRUE,NA
Burger King,qfZOqFMtXydpuNkgOf8MGQ,1,NA,NA,NA,NA,TRUE,NA
McDonald's,kCcXViFXSrr7IXsS53Y40A,1.5,FALSE,FALSE,average,TRUE,TRUE,NA
McDonald's,z7h3_K5lg3RnYieq04C0Vg,1,NA,NA,NA,NA,TRUE,NA
Chipotle Mexican Grill,AKKuS58Ge-cyKf_KaezZKQ,2.5,NA,NA,NA,NA,NA,NA
McDonald's,_VG3IAIbXdends4ATxlEiA,1.5,NA,FALSE,loud,FALSE,TRUE,FALSE
Auntie Anne's,#NAME?,3.5,NA,NA,NA,NA,TRUE,NA
McDonald's,RIs9S5ZiXBSTyjt6P2Yshw,1,NA,NA,NA,NA,TRUE,NA
Burger King,uU1_TvlSnNtCavikmCv88Q,1,NA,NA,NA,NA,TRUE,NA
Wendy's,QZjBYhI6gX-hD3d1Ed-s7Q,1,TRUE,NA,NA,NA,FALSE,NA
MOD Pizza,of7Vys4mcRAzpXltmUweDw,3.5,NA,NA,NA,NA,NA,NA
Dairy Queen,5VA4XYx2lbA2RTe9xuLZUw,2.5,NA,NA,loud,TRUE,FALSE,NA
Mr. Hero,kvWQ_h3NgZ3HSJFkHe75dw,3.5,NA,NA,NA,FALSE,TRUE,NA
Chick-fil-A,XvhCPxnxDvISSsTpiKuo4w,3.5,NA,NA,NA,NA,NA,NA
McDonald's,eWfFlL1dIWv6lGK4fhqryA,1.5,NA,NA,NA,NA,NA,NA
Popeyes Louisiana Kitchen,K-AvP-T--ZNRmyr0pU36Ng,2,TRUE,FALSE,NA,FALSE,None,NA
Subway,#NAME?,3,NA,NA,loud,NA,FALSE,NA
McDonald's,efK5mjVPxdmqFZT06S4dzA,2.5,TRUE,FALSE,loud,TRUE,TRUE,NA
Potbelly Sandwich Shop,_n5AlOfsTd0gKHAgCVsWAw,3.5,TRUE,TRUE,average,TRUE,TRUE,NA
QDOBA Mexican Eats,WjkjrsOzMAQ2wgY9tVyS0Q,3,TRUE,TRUE,average,FALSE,FALSE,NA
McDonald's,eOhKy_V4DVWDF47G8PmiEw,1.5,FALSE,FALSE,average,TRUE,TRUE,FALSE
Chick-fil-A,Kx0A56bFy0O6U9e6wKH1gg,4.5,FALSE,TRUE,average,TRUE,FALSE,NA
Chick-fil-A,y5v2vmVlWZS-o9q-c1Wb-g,4,TRUE,TRUE,average,FALSE,FALSE,NA
Hardee's,-73xAVllMh_O2nEAcGtbvQ,2.5,NA,NA,average,FALSE,FALSE,NA
Dairy Queen Grill & Chill,mjLu2vhkeKKnchtqkylCbQ,3,NA,NA,NA,NA,FALSE,NA
Noodles & Company,nM2Jl9GS7IGlluey8ieivg,3,TRUE,TRUE,average,TRUE,FALSE,FALSE
Jersey Mike's Subs,rTKvFicaNDeCY0W0anOIfg,4,TRUE,TRUE,average,FALSE,FALSE,NA
Sonic Drive-In,hwfbW1NHjANsuSkR7wJq8w,2,TRUE,FALSE,quiet,TRUE,TRUE,FALSE
Mashiso Asian Grille,yBbqFPuwFiaom435KOY4cg,4,TRUE,TRUE,average,FALSE,TRUE,NA
Taco Bell,8nMgZDgyvDvduIWw9DfuPQ,2,NA,FALSE,average,TRUE,TRUE,NA
Swensons Drive-In,2rQ5qZfQuUlP4KOQdgcrKw,4,NA,TRUE,average,FALSE,FALSE,TRUE
Pizza Ephesus,FTVZYUvQtydyO6rQbOFPTw,3.5,TRUE,FALSE,average,FALSE,TRUE,FALSE
Chipotle Mexican Grill,ZdXyo2i6IKtxUOokUlxecA,3,TRUE,NA,quiet,TRUE,FALSE,NA
Steak n Shake,14AWgEFR1bFK8rEhJwIvFA,2,FALSE,FALSE,average,FALSE,FALSE,NA
Taco Bell,K6I_546GX7wxvI4CVZDrRQ,2,FALSE,FALSE,average,FALSE,TRUE,NA
Taco Bell,KygZHCyQ1SH7t5TWHCRXhA,1.5,NA,NA,loud,FALSE,TRUE,NA
QDOBA Mexican Eats,N7j_rJ0Vlwb-Gf-6cy4uiw,2.5,TRUE,TRUE,average,TRUE,FALSE,NA
Phuel Cafe,0G-WFdOu3_KW3mBZJQq5Cg,4,TRUE,TRUE,average,TRUE,TRUE,TRUE
McDonald's,Fp6yMeo3K8422CbDQCLrBg,1.5,NA,NA,NA,NA,TRUE,NA
Noodles & Company,JtSNHDRRZffnHBEsJudW-g,2.5,TRUE,TRUE,loud,TRUE,FALSE,NA
Skyline Chili,uOPzOiwkS_6w4txA7fYfeA,3.5,FALSE,FALSE,average,FALSE,FALSE,FALSE
Jimmy John's,T6DLOnlZI015fkdZoELCeA,3,NA,TRUE,NA,NA,TRUE,NA
Subway,F54qeTNrCm4gjUur48Dw4Q,1,NA,NA,NA,NA,FALSE,NA
Piada Italian Street Food,_OimUEl0DzPg6GtJXYeoJw,3,TRUE,TRUE,average,TRUE,FALSE,FALSE
Skyline Chili,LBUkK4EZ7h_dQggzJqZwZA,3.5,FALSE,FALSE,average,FALSE,FALSE,NA
Pedros Pedros,BMXeJPcosAxfLU-6baO_0Q,2.5,TRUE,FALSE,average,FALSE,FALSE,NA
Jimmy John's,6XkWMEJc3ecJH6HKKjfclA,2.5,TRUE,TRUE,loud,FALSE,TRUE,NA
BIBIBOP Asian Grill,TXSS8HmvSVDQdNNqB-4INA,4,NA,TRUE,average,TRUE,FALSE,FALSE
McDonald's,3dnF0DnQX0PqRb8wDyMJkA,2,TRUE,NA,loud,FALSE,TRUE,NA
McDonald's,fcOZX7sPaO2tVM_ehtfiNg,1.5,TRUE,FALSE,average,FALSE,TRUE,NA
Jimmy John's,RMzLb1JFPrMbIJDM6AUyNQ,2.5,TRUE,TRUE,very,FALSE,TRUE,NA
Olive Garden Italian Restaurant,5XLuRoXqafFY_GAQ0D8dWw,2.5,FALSE,TRUE,loud,FALSE,FALSE,TRUE
Moe's Southwest Grill,Hgcj-_rcTfHIEbHMUpDs4w,3,TRUE,NA,average,TRUE,FALSE,NA
McDonald's,7l5t7Iw3qauVoSSrM6jm9g,1.5,TRUE,FALSE,very,FALSE,TRUE,NA
Mars Bar & Cafe,mYi7ta5ix38qaqrxdPEctA,4,TRUE,TRUE,average,TRUE,FALSE,NA
Jimmy John's,kYXnTyi3ucyxoswK9bvzCQ,3.5,FALSE,TRUE,quiet,FALSE,TRUE,NA
McDonald's,YS1XX9AONq2hdBbU3T-uGw,1.5,TRUE,FALSE,loud,TRUE,TRUE,NA
MOD Pizza,h98IJqWW0wVxwoLV03Azfw,4.5,TRUE,NA,average,TRUE,FALSE,FALSE
Chipotle Mexican Grill,2Sn5VxuA4-TTUbbshZ5kDg,3,TRUE,TRUE,average,TRUE,FALSE,NA
Burger King,aFJ8NSdpJi9LcaMm6ICowQ,1.5,FALSE,FALSE,average,FALSE,FALSE,NA
Burgatory,ZARPISrzPW6PrMSwexHnxw,4,TRUE,TRUE,average,TRUE,TRUE,TRUE
Denny's,PcB8HXzNTRYqr7HiMV_WUg,2,FALSE,FALSE,average,FALSE,TRUE,NA
South Philly Steak & Fries,PF8HqToO6An0mH6odFoCEw,2,FALSE,FALSE,average,FALSE,FALSE,FALSE
Taco Bell,0kyVqnMoflj3DLDecGK89Q,2.5,TRUE,FALSE,quiet,FALSE,TRUE,NA
Hardee's,0lMLawkxc9vEGaiuOjx86A,3.5,NA,FALSE,quiet,FALSE,FALSE,TRUE
Bob Evans,yZWocAychMYJMgc-j5K3uw,2,FALSE,TRUE,quiet,FALSE,FALSE,TRUE
Firehouse Subs,14SWjEWYny10Cf27kgHpxA,3.5,TRUE,TRUE,average,TRUE,FALSE,NA
Subway Restaurants,jkJuwGa227qpQjT34TrECQ,3,FALSE,FALSE,average,TRUE,TRUE,NA
Firehouse Subs,gOMc2QcDaMIOkIVTShqoYA,3.5,TRUE,TRUE,average,FALSE,TRUE,TRUE
Taco Bell,RhXKTksPWch75Bo1lpoLqQ,3,FALSE,NA,NA,NA,FALSE,NA
Sonic Drive-In,C1gj-EqhSZ1BcCejDyV-fQ,2,TRUE,FALSE,average,TRUE,FALSE,FALSE
Dairy Queen Grill & Chill,cUNpXDD8AK0m-BFXTHM4BQ,3,TRUE,NA,NA,TRUE,NA,NA
McDonald's,t-ndtWJD7HesQwnreXv8Tw,2.5,NA,FALSE,average,FALSE,TRUE,NA
Subway Restaurants,zaoGcD35rSuuAwc7DLiSMw,3,NA,NA,NA,NA,NA,NA
Big J J Fish & Chicken,YERn2kltXVj9936i6T4Q8w,4,TRUE,TRUE,quiet,FALSE,TRUE,NA
Subway Restaurants,Vy2I_2SD6Ec8OI88SJJ4GA,3,NA,NA,NA,NA,NA,NA
Mr Hoagie,7B-xM_3t9NKebmkEodw3CQ,3.5,TRUE,FALSE,average,FALSE,FALSE,NA
Subway Restaurants,_Q9xk_OvOw_C3Fi7ETNzTQ,2,NA,NA,NA,NA,FALSE,NA
Taco Bell,iR7KBgAHgt1O2acHhfIviw,2.5,TRUE,FALSE,average,FALSE,TRUE,NA
Jersey Mike's Subs,gaviK8-M4QdeoQOiAwdaYA,3.5,NA,NA,average,FALSE,TRUE,NA
McDonald's,2mroQ_qD_5kLTv88zADnXg,1.5,FALSE,NA,average,FALSE,TRUE,FALSE
Burger King,tt96sjIQIKgtGEvRHhLfBg,2.5,TRUE,NA,NA,TRUE,None,NA
McDonald's,C8jxaI_NmVpINEy0JquNZw,1,NA,NA,NA,NA,TRUE,NA
McDonald's,PVRBeN2WYGzD4SWj1NX0XQ,2,TRUE,FALSE,loud,FALSE,TRUE,FALSE
Wendy's,d8cpM8aV90Esmd1rlRgVbg,2,FALSE,FALSE,average,FALSE,FALSE,NA
Subway Restaurants,Sn09Z4N9FpfoBbLBSJlB_A,4,TRUE,TRUE,average,FALSE,TRUE,NA
McDonald's,nJYCyUpjms2E7SHgKwte9A,1,NA,NA,NA,FALSE,TRUE,NA
Chick-fil-A,h5PKBY4jvOwuyYb5Dtr6jA,4,TRUE,TRUE,average,TRUE,TRUE,FALSE
Chipotle Mexican Grill,bCGKnZd4vAD_hak9TQQHyQ,4,FALSE,TRUE,average,TRUE,FALSE,NA
Five Guys,ssLkDDah5ci-tQPq3iPFUg,4,FALSE,FALSE,average,FALSE,FALSE,NA
KFC,49JTxfrT4BnROuk9_RIW6w,2,NA,FALSE,NA,NA,TRUE,NA
Johnny J's Pub & Grille,nqhJsABaWaKhOQrR79J-wg,3.5,TRUE,FALSE,average,TRUE,FALSE,FALSE
Roly Poly,je-bXfsQce0HiKb8PtOrVA,3.5,FALSE,TRUE,average,FALSE,TRUE,NA
Chipotle Mexican Grill,KbdyidaiA4l5IS0tJAM31w,3,TRUE,TRUE,loud,TRUE,FALSE,NA
Wendy's,7Wj3lyrLaMXde6G-v4yRKg,1.5,NA,NA,NA,NA,FALSE,NA
Dairy Queen,p0LusgO7QmgxJF0XenzJfA,2.5,TRUE,NA,average,TRUE,FALSE,NA
Culver's,napG4l5SlDSkXQcgJr8l9Q,3.5,TRUE,FALSE,average,TRUE,FALSE,NA
Long John Silver's,m-_3sNY0eLsPp__2C647oA,3,NA,FALSE,quiet,FALSE,FALSE,FALSE
Steak n Shake,0wUBRqU95D8URo5Ws4r5Qg,2,FALSE,FALSE,average,FALSE,FALSE,NA
Wendy's,AgIGsyUA0aKhUGFWOsI4AQ,2.5,FALSE,FALSE,quiet,FALSE,FALSE,NA
George's Chicken and Fish,xIjKMreStEC_PkSvfs64HQ,3.5,FALSE,TRUE,quiet,FALSE,FALSE,FALSE
Wendy's,wGKM32sRVy60i0LHVnHPDw,2,FALSE,FALSE,quiet,FALSE,FALSE,NA
Chick-fil-A,3i2BNJh9699mZ9wzRFR2QA,4,TRUE,TRUE,average,TRUE,FALSE,NA
Burger King,FUTAQs8NEgpiQUXISaXfLg,2,NA,FALSE,NA,FALSE,FALSE,NA
KFC,BKNPoWf3bQoxFWf-Kjt3wQ,3,NA,FALSE,average,FALSE,FALSE,NA
Chipotle Mexican Grill,CS3ykvbERsTrVxL9HPoCOw,2.5,TRUE,TRUE,very,FALSE,FALSE,NA
Cooper Deli,0zM2EAsV1LNQZBeDWVV04g,4.5,NA,NA,NA,NA,None,NA
Wendy's,jyAhu2jqSMBoeJi-KQ5lZw,2,NA,FALSE,average,FALSE,FALSE,NA
QDOBA Mexican Eats,#NAME?,3,TRUE,TRUE,average,TRUE,FALSE,NA
Chop It Salad Co,PSYouAbQHneC9HDvt1B0dg,3,NA,TRUE,NA,NA,FALSE,NA
A&W Restaurant,CAbvaSyOEsorzopTIx16fg,3,TRUE,NA,NA,FALSE,FALSE,FALSE
Arby's,7Sr941ps7tw1Do5Eks7w-g,2.5,FALSE,FALSE,average,FALSE,FALSE,NA
